bookingid,customerid,first_name,last_name,device_used,booking_channel,bookingid_norm
704897,,Stefan,Rossi,TABLET,Condor App,704897
704898,296360.0,Ali,Müller,TABLET,mobile app,704898
704898,779297.0,Omar,Nguyen,iPhone,Condor Website,704898
704899,,Lina,Martinez,Desktop,Condor App,704899
704899,284315.0,Yuki,Khan,iPhone,Travel Agency,704899
704904,832827.0,Omar,Khan,IPHONE,Travel Agency,704904
704904@,556597.0,Lina,Schmidt,iPhone,Condor Website,704904
704905,,Maya,Khan,iPhone,Condor App,704905
704905,736981.0,Lina,Müller,iPhone, Condor App,704905
704909,969004.0,Ali,Garcia,Desktop,Condor Website,704909
704909,209543.0,Maya,Smith,tablet,TRAVEL AGENCY,704909
704914 ,,Lina,Schmidt,iPhone,Mobile App,704914
704914,,Lina,Nguyen,Android,Call Center,704914
704915,685152.0,Carlos,Rossi,Android,Travel Agency,704915
704915,325589.0,Fatima,Martinez,Desktop,condor website,704915
704916,,Omar,Müller,Desktop,Travel Agency,704916
704916,836186.0,Omar,Garcia, iPhone,CONDOR WEBSITE,704916
704917,631677.0,Maya,Schmidt,iPhone,Travel Agency,704917
704917,,Lina,Khan,Tablet,Mobile App ,704917
704929,421328.0,Lina,Khan,iPhone,MOBILE APP,704929
704929,409572.0,Fatima,Smith,iPhone,Travel Agency,704929
704941,,Alex,Schmidt,DESKTOP,Call Center,704941
704941,547688.0,Alex,Smith,iPhone,Condor Website,704941
704943,,Lina,Rossi,tablet,Condor Website,704943
704943,498330.0,Ali,Smith,iPhone,Mobile App,704943
704944@,,Lina,Khan,Desktop,Mobile App,704944
704944 ,,Lina,Khan,iPhone ,Travel Agency,704944
704946,,Lina,Martinez,Desktop,Mobile App,704946
704946,,Maya,Rossi, Tablet,condor app,704946
704946,,Alex,Garcia,Desktop, Condor Website,704946
704947,,Carlos,Garcia,Android,Condor App ,704947
704947,873018.0,Alex,Khan,tablet,Mobile App,704947
704949,186312.0,Jamie,Nguyen,tablet, Call Center,704949
704949,,Jamie,Martinez,Android,Condor App,704949
704949,668986.0,Yuki,Smith,Desktop , Call Center,704949
704950,226538.0,Stefan,Smith, Desktop,Travel Agency ,704950
704950,,Lina,Martinez,Tablet,Condor App ,704950
704951,,Jamie,Smith,Android,condor website,704951
704951 ,626610.0,Fatima,Khan,Tablet ,Mobile App,704951
704953,,Jamie,Tanaka,iPhone,Mobile App,704953
704953,287956.0,Ali,Tanaka,desktop,Condor Website,704953
704954,339116.0,Carlos,Rossi,Android,Mobile App,704954
704954,,Lina,Khan,Desktop,Travel Agency,704954
704954,999110.0,Fatima,Garcia,iPhone,Condor App,704954
704958,394016.0,Ali,Nguyen,Android ,Condor Website,704958
704958,,Carlos,Nguyen,Tablet,Mobile App,704958
704963,,Maya,Martinez, Tablet,Travel Agency,704963
704963,849512.0,Alex,Schmidt,Desktop,Mobile App,704963
704963,251334.0,Jamie,Garcia,Desktop,Mobile App,704963
704965,130097.0,Yuki,Rossi,iPhone,Condor App,704965
704965,,Stefan,Tanaka,Tablet, Travel Agency,704965
704971,,Maya,Tanaka, Android,CALL CENTER,704971
704971,,Alex,Nguyen,ANDROID,mobile app,704971
704973,282299.0,Omar,Tanaka,Tablet,Mobile App,704973
704973,691257.0,Maya,Dubois,Tablet,Condor App,704973
704973@,403675.0,Lina,Garcia,Tablet,CONDOR WEBSITE,704973
704982,,Lina,Schmidt,iPhone,Condor App,704982
704982,851081.0,Lina,Smith,iPhone,Condor Website,704982
704985,917897.0,Yuki,Dubois,Android,Call Center,704985
704985,415175.0,Yuki,Dubois,Android,Travel Agency,704985
704987,479639.0,Jamie,Smith,iPhone,Mobile App,704987
704987,,Carlos,Dubois,Desktop,Travel Agency,704987
704987,879489.0,Ali,Smith,Desktop,Condor Website,704987
704993,,Omar,Smith,iPhone,Mobile App,704993
704993,759323.0,Carlos,Schmidt,iphone,MOBILE APP,704993
704996,291531.0,Yuki,Schmidt,Android,Condor Website,704996
704996,,Omar,Garcia,iPhone, Call Center,704996
704996,523798.0,Lina,Müller,Tablet,Condor App,704996
704997,856117.0,Maya,Dubois,TABLET,Travel Agency,704997
704997,904336.0,Yuki,Tanaka, Tablet,Travel Agency,704997
704997,218096.0,Lina,Rossi,Android,Condor App ,704997
705000,,Yuki,Dubois,Desktop,Mobile App,705000
705000,,Alex,Martinez,Android ,Travel Agency,705000
705002,874514.0,Omar,Rossi,Tablet ,CONDOR APP,705002
705002,928392.0,Lina,Smith,iPhone, Condor App,705002
705003 ,,Omar,Rossi,Android,Condor Website,705003
705003,,Omar,Dubois,Android,Mobile App,705003
705005,297060.0,Ali,Garcia,Tablet, Condor App,705005
705005 ,713939.0,Stefan,Smith,Android,Condor App,705005
705009,808732.0,Carlos,Smith,Desktop,Condor App,705009
705009,,Ali,Schmidt,Tablet,Travel Agency,705009
705009,391286.0,Ali,Müller,Desktop,Condor Website,705009
705013,674309.0,Jamie,Schmidt,Android,Call Center,705013
705013!,964170.0,Lina,Dubois,Desktop,Condor Website,705013
705013,,Omar,Martinez,iPhone,Mobile App,705013
705014,521688.0,Alex,Garcia,Desktop,Mobile App,705014
705014,944626.0,Yuki,Rossi,Android,CONDOR WEBSITE,705014
705017,,Fatima,Tanaka,Desktop,Call Center,705017
705017,565190.0,Fatima,Müller,desktop,Condor Website ,705017
705018,,Yuki,Schmidt,Android,Condor Website,705018
705018,921339.0,Ali,Müller,Tablet,Call Center,705018
705021,414247.0,Maya,Rossi,tablet,Call Center,705021
705021,,Yuki,Nguyen,Android,Travel Agency,705021
705024,,Fatima,Schmidt,iPhone,Travel Agency,705024
705024,,Omar,Tanaka,Desktop,Condor App ,705024
705025,893702.0,Stefan,Smith,iPhone,Condor App,705025
705025,258528.0,Omar,Nguyen,Desktop,Travel Agency,705025
705026,,Fatima,Khan,ANDROID,Travel Agency,705026
705026!,355097.0,Alex,Khan,Android,condor website,705026
705026,569899.0,Jamie,Schmidt,android,Mobile App,705026
705027,,Fatima,Nguyen,Tablet,Travel Agency,705027
705027,,Yuki,Dubois,Desktop,Mobile App,705027
705031,,Alex,Rossi,Tablet,Call Center,705031
705031 ,,Lina,Müller,Desktop,Condor Website,705031
705032,901818.0,Ali,Schmidt,Android,CONDOR WEBSITE,705032
705032,625410.0,Jamie,Nguyen,DESKTOP, Condor App,705032
705036,785858.0,Alex,Nguyen, Tablet,Condor Website,705036
705036,,Carlos,Martinez,Desktop,Call Center,705036
705036,272047.0,Carlos,Müller,Android,Mobile App,705036
705038,276633.0,Omar,Schmidt,Desktop,Mobile App,705038
705038,,Ali,Dubois,Android,Travel Agency,705038
705038,339274.0,Yuki,Garcia,iPhone, Travel Agency,705038
705044,,Fatima,Dubois,Android,Call Center,705044
705044,817950.0,Carlos,Garcia,Tablet ,Mobile App,705044
705049,596335.0,Jamie,Müller,Tablet,condor website,705049
705049,295711.0,Carlos,Nguyen,iPhone,Condor Website,705049
705050,379351.0,Carlos,Martinez,Desktop, Condor App,705050
705050,862472.0,Maya,Nguyen,iPhone,Travel Agency,705050
705053,487333.0,Yuki,Rossi,iPhone,Travel Agency,705053
705053,,Stefan,Tanaka,tablet,Condor Website,705053
705056,,Lina,Rossi,iPhone,Travel Agency,705056
705056,415358.0,Alex,Müller,Android,Mobile App,705056
705058,,Yuki,Khan,tablet,Condor Website,705058
705058,792606.0,Alex,Nguyen,Desktop,Condor App,705058
705060,925040.0,Carlos,Dubois, Tablet,Travel Agency,705060
705060,,Ali,Nguyen,Android,Mobile App,705060
705066,233943.0,Maya,Tanaka,Desktop,Mobile App,705066
705066,,Jamie,Rossi,ANDROID,Call Center,705066
705069,741432.0,Ali,Müller,Desktop,Condor Website,705069
705069,834857.0,Stefan,Garcia,Desktop, Condor Website,705069
705069,,Lina,Tanaka,Android ,Travel Agency,705069
705074,,Jamie,Schmidt,iPhone,Condor Website,705074
705074,653148.0,Yuki,Müller,Tablet,Call Center,705074
705075,,Carlos,Schmidt,Android,mobile app,705075
705075,,Stefan,Schmidt,Desktop,CONDOR WEBSITE,705075
705075,,Jamie,Dubois,Desktop,call center,705075
705081,834355.0,Maya,Müller,iPhone ,Call Center,705081
705081,758315.0,Jamie,Smith,Android,TRAVEL AGENCY,705081
705081,539533.0,Omar,Rossi,Tablet,Mobile App,705081
705082,904003.0,Carlos,Martinez,android,Condor App,705082
705082,907568.0,Alex,Dubois,Desktop,CONDOR APP,705082
705085,229723.0,Alex,Dubois,Android,Travel Agency,705085
705085,,Yuki,Müller,DESKTOP,Travel Agency,705085
705085,343405.0,Alex,Dubois,Desktop,Condor Website,705085
705088!,199302.0,Alex,Rossi,Android,Call Center,705088
705088,309293.0,Yuki,Dubois, iPhone,Condor App,705088
705089,,Fatima,Müller,Desktop,Call Center,705089
705089,,Yuki,Müller,iPhone ,Condor App,705089
705090,,Yuki,Martinez,Android,Call Center,705090
705090,898443.0,Jamie,Tanaka, Tablet,Travel Agency,705090
705093,554197.0,Alex,Smith, iPhone,Travel Agency,705093
705093,578514.0,Stefan,Khan,Desktop ,Condor App,705093
705095 ,,Maya,Smith,Android,Condor Website,705095
705095,,Fatima,Rossi,Desktop,Condor App,705095
705095,678013.0,Omar,Tanaka,iPhone, Travel Agency,705095
705101,137703.0,Carlos,Nguyen, Android,Condor App,705101
705101,,Jamie,Nguyen,iPhone,Condor App,705101
705101,107548.0,Lina,Tanaka,Desktop,Travel Agency,705101
705102,383552.0,Stefan,Martinez,Android,Travel Agency,705102
705102 ,803348.0,Jamie,Garcia,Tablet,Mobile App,705102
705102,,Maya,Müller,iPhone,Call Center,705102
705103 ,,Jamie,Martinez,Desktop, Mobile App,705103
705103,,Fatima,Nguyen,Android,Call Center,705103
705103,,Ali,Schmidt,Tablet,travel agency,705103
705112,,Fatima,Martinez,iPhone,Travel Agency,705112
705112 ,,Yuki,Müller,Tablet,Mobile App,705112
705112,943135.0,Omar,Dubois,Tablet,Travel Agency,705112
705113@,,Carlos,Garcia, Desktop,Condor Website,705113
705113,645570.0,Fatima,Dubois,Tablet,Condor App,705113
705116,177981.0,Omar,Dubois,Android,Travel Agency,705116
705116,398733.0,Jamie,Rossi,Android,Travel Agency ,705116
705118,886820.0,Lina,Rossi,iPhone,Mobile App,705118
705118,862837.0,Carlos,Nguyen,iPhone,Condor Website,705118
705120,162917.0,Alex,Schmidt,iPhone,Mobile App,705120
705120,,Lina,Martinez,DESKTOP,Condor App,705120
705121,,Alex,Garcia,Android ,Condor Website,705121
705121,497636.0,Carlos,Dubois,Tablet,Travel Agency,705121
705122,837100.0,Stefan,Schmidt,Tablet,Mobile App,705122
705122,,Stefan,Nguyen,iPhone,Travel Agency,705122
705125@,,Ali,Dubois,Desktop,Mobile App,705125
705125,,Carlos,Müller,iPhone,Condor App,705125
705127,,Carlos,Tanaka,Tablet,Condor App,705127
705127,,Omar,Müller,iPhone,Travel Agency,705127
705129,775120.0,Maya,Tanaka,Desktop,Travel Agency ,705129
705129,,Lina,Tanaka,Tablet ,Travel Agency,705129
705129!,,Stefan,Rossi,Android,Mobile App,705129
705131,396046.0,Stefan,Khan,Android,call center,705131
705131,,Yuki,Nguyen, Desktop, Mobile App,705131
705132,,Carlos,Rossi,Desktop,Call Center,705132
705132,,Lina,Dubois,Desktop,Mobile App,705132
705133,659167.0,Carlos,Garcia,iPhone,Call Center,705133
705133,,Lina,Smith,Desktop,mobile app,705133
705134,215977.0,Jamie,Smith,Android,Condor App,705134
705134,,Fatima,Martinez,Tablet,Condor Website,705134
705135,950519.0,Maya,Dubois,tablet,Condor Website,705135
705135,346023.0,Lina,Garcia,iPhone,Mobile App ,705135
705136,928724.0,Stefan,Müller,Android,Travel Agency,705136
705136,190780.0,Lina,Nguyen,iphone,Condor Website,705136
705137,402634.0,Ali,Martinez,ANDROID,Call Center,705137
705137,,Jamie,Müller, Android,Condor App,705137
705141,544089.0,Omar,Müller,android,Mobile App,705141
705141,354654.0,Maya,Dubois,tablet,Travel Agency ,705141
705141,479185.0,Maya,Martinez,iPhone,Condor App,705141
705145,349801.0,Maya,Schmidt,android,Mobile App,705145
705145!,,Yuki,Khan,iPhone,travel agency,705145
705146 ,,Ali,Smith,Desktop, Call Center,705146
705146@,966815.0,Carlos,Schmidt,Desktop, Condor App,705146
705147,358058.0,Maya,Schmidt,Android,Condor Website,705147
705147,740758.0,Lina,Rossi,Tablet, Call Center,705147
705147,,Maya,Nguyen,Desktop,Mobile App,705147
705148,,Jamie,Tanaka,Android,Travel Agency,705148
705148!,695996.0,Omar,Dubois,iPhone,Call Center,705148
705149,361469.0,Omar,Rossi,Tablet,condor app,705149
705149,215719.0,Carlos,Rossi,iPhone,Travel Agency,705149
705149,891353.0,Omar,Smith,iPhone,Call Center,705149
705154,,Yuki,Nguyen,Desktop,Mobile App,705154
705154,128953.0,Alex,Garcia,Desktop,mobile app,705154
705154 ,660175.0,Omar,Rossi,iPhone,Condor Website,705154
705158,533904.0,Stefan,Smith,Desktop,Mobile App,705158
705158,409239.0,Stefan,Martinez,iPhone,Condor Website,705158
705161,730279.0,Alex,Müller,iPhone,call center,705161
705161,399773.0,Stefan,Schmidt,iPhone,Condor Website,705161
705163,450290.0,Fatima,Martinez,Tablet,Mobile App,705163
705163,298546.0,Yuki,Rossi,TABLET,Condor App,705163
705169 ,122406.0,Ali,Müller,Tablet,Travel Agency,705169
705169,950608.0,Carlos,Khan,Android ,CONDOR WEBSITE,705169
705171,,Maya,Rossi,Android ,Travel Agency,705171
705171,512700.0,Carlos,Khan,Desktop,Condor Website,705171
705171,954634.0,Maya,Garcia,tablet,Call Center,705171
705172,,Ali,Nguyen,ANDROID,Condor App,705172
705172,,Jamie,Rossi,Tablet ,Travel Agency,705172
705173,765074.0,Ali,Khan,Android,Call Center,705173
705173,172741.0,Lina,Nguyen,Android,Condor Website,705173
705174,298538.0,Ali,Tanaka,Android, Condor Website,705174
705174,,Omar,Müller,iPhone ,Call Center,705174
705175,429804.0,Yuki,Rossi,Android,Travel Agency ,705175
705175,503649.0,Ali,Tanaka,Tablet,CONDOR WEBSITE,705175
705180,331946.0,Carlos,Nguyen,Tablet,Call Center,705180
705180,922530.0,Ali,Smith, Android,Mobile App,705180
705183,533520.0,Yuki,Nguyen,Tablet,Call Center,705183
705183,368152.0,Alex,Khan,iPhone,Travel Agency,705183
705185,375255.0,Yuki,Dubois,Tablet,Call Center,705185
705185,295812.0,Yuki,Schmidt,android,Condor App ,705185
705185,,Yuki,Martinez,Desktop,Call Center,705185
705187,700839.0,Alex,Nguyen,Tablet,Call Center,705187
705187 ,,Omar,Schmidt,Tablet ,Condor App,705187
705188,215652.0,Fatima,Smith,iPhone,Mobile App,705188
705188,133661.0,Yuki,Khan,Desktop,call center,705188
705190,746287.0,Fatima,Nguyen, iPhone, Condor Website,705190
705190,333810.0,Stefan,Garcia,Android,Travel Agency,705190
705191,,Jamie,Martinez,desktop,Travel Agency,705191
705191,727859.0,Yuki,Smith,Desktop,Mobile App,705191
705191,437627.0,Carlos,Smith,Android,Mobile App,705191
705192,,Jamie,Tanaka,iPhone,Call Center,705192
705192,,Carlos,Martinez,iPhone,Mobile App,705192
705196,,Jamie,Tanaka,Desktop,Mobile App,705196
705196,313161.0,Carlos,Smith,Tablet,Condor App,705196
705201,759266.0,Alex,Khan,Android,Condor App,705201
705201,346368.0,Carlos,Garcia, Tablet,Call Center,705201
705203,,Alex,Dubois,Android,travel agency,705203
705203,486441.0,Lina,Smith,Android,CONDOR WEBSITE,705203
705206,353638.0,Omar,Martinez,Android,CALL CENTER,705206
705206,839290.0,Ali,Rossi,iPhone,Mobile App,705206
705214,558631.0,Maya,Smith,Desktop,Condor Website,705214
705214,517953.0,Alex,Nguyen,Desktop,Condor App,705214
705215 ,,Alex,Khan,Tablet,Mobile App,705215
705215,,Stefan,Khan,iPhone,Travel Agency,705215
705216,491146.0,Lina,Schmidt,Android,Condor Website,705216
705216,,Maya,Dubois,Tablet,Condor App,705216
705216,622388.0,Yuki,Garcia,Desktop,Mobile App,705216
705219,,Omar,Tanaka,Desktop,Travel Agency,705219
705219,,Fatima,Martinez,android, Mobile App,705219
705225,567494.0,Ali,Smith,Desktop,Travel Agency,705225
705225,,Alex,Schmidt,Desktop,MOBILE APP,705225
705227@,500541.0,Carlos,Garcia,Android ,call center,705227
705227,499685.0,Yuki,Müller,Tablet,Call Center,705227
705232,,Carlos,Garcia,Tablet,Condor Website,705232
705232,323003.0,Jamie,Smith,iPhone,CALL CENTER,705232
705234,,Alex,Khan,Tablet,Condor App ,705234
705234,,Stefan,Schmidt,Android,Condor App,705234
705237,,Stefan,Schmidt,DESKTOP,mobile app,705237
705237,691801.0,Omar,Müller,ANDROID,Condor App,705237
705241,347477.0,Carlos,Smith,tablet,Condor App,705241
705241,,Yuki,Rossi,Desktop ,Condor Website,705241
705243,975965.0,Lina,Martinez,Tablet,Travel Agency,705243
705243,,Omar,Schmidt,Android,Condor Website,705243
705244,793173.0,Fatima,Rossi,iPhone,Call Center,705244
705244 ,447259.0,Alex,Rossi,tablet,Condor App,705244
705248,415397.0,Carlos,Tanaka,Tablet,Condor App,705248
705248 ,,Jamie,Tanaka,Android,Call Center,705248
705248,762534.0,Omar,Müller,Android,Call Center ,705248
705249,,Alex,Schmidt,Android,Condor App,705249
705249,599570.0,Omar,Khan,iPhone,Mobile App,705249
705250,962680.0,Lina,Khan,Android,Call Center,705250
705250,814826.0,Maya,Tanaka,TABLET,Condor Website,705250
705252,581742.0,Alex,Smith,Android ,Call Center,705252
705252,908098.0,Alex,Müller,Tablet,Mobile App,705252
705254,201765.0,Fatima,Nguyen,Desktop, Condor Website,705254
705254,620467.0,Fatima,Dubois,Android,Mobile App ,705254
705255,112740.0,Maya,Tanaka,Tablet,condor website,705255
705255@,,Jamie,Khan,TABLET,condor app,705255
705256,,Carlos,Müller,Tablet,Condor App,705256
705256,,Fatima,Tanaka,Android,Condor App ,705256
705257,982449.0,Stefan,Müller,iPhone,Call Center,705257
705257,,Ali,Dubois,iPhone, Condor App,705257
705257,618006.0,Carlos,Martinez,iPhone,Travel Agency,705257
705258,,Ali,Nguyen,Tablet,Condor App,705258
705258,176697.0,Fatima,Smith,Desktop,Mobile App,705258
705259,350071.0,Fatima,Nguyen,Tablet,CALL CENTER,705259
705259,,Jamie,Smith, iPhone,mobile app,705259
705264,431237.0,Alex,Dubois,Tablet,Call Center,705264
705264,348557.0,Yuki,Rossi, Desktop,Travel Agency,705264
705264,,Maya,Müller,iPhone,Mobile App,705264
705267!,744729.0,Maya,Khan,Desktop,CONDOR WEBSITE,705267
705267,340793.0,Maya,Tanaka,Tablet,Travel Agency,705267
705268,736327.0,Omar,Dubois,desktop,condor website,705268
705268,867048.0,Ali,Rossi,Android,Travel Agency,705268
705268,841094.0,Jamie,Tanaka,Desktop,Condor App,705268
705270,689469.0,Maya,Garcia, Tablet,Travel Agency,705270
705270,850827.0,Stefan,Müller,iPhone ,call center,705270
705270,,Lina,Dubois, Tablet,Call Center,705270
705271,401488.0,Carlos,Martinez,iPhone,Condor App,705271
705271 ,,Lina,Schmidt,Desktop,Call Center,705271
705272,,Fatima,Smith,Android,Condor App,705272
705272,773845.0,Omar,Martinez,Tablet,CONDOR APP,705272
705273,595438.0,Fatima,Müller,iPhone,Travel Agency,705273
705273,508327.0,Fatima,Rossi, Desktop,Call Center,705273
705277,,Omar,Schmidt,Desktop,CALL CENTER,705277
705277,207522.0,Fatima,Khan,Tablet,Call Center,705277
705279,641747.0,Alex,Dubois,Desktop,Condor App,705279
705279,186144.0,Lina,Müller,Tablet,mobile app,705279
705281,812108.0,Carlos,Smith,Desktop,MOBILE APP,705281
705281,471521.0,Yuki,Schmidt,Tablet,TRAVEL AGENCY,705281
705288,,Alex,Dubois, iPhone,Condor App ,705288
705288 ,,Omar,Dubois,Desktop,call center,705288
705290,,Omar,Khan,Desktop,Condor Website,705290
705290,676745.0,Maya,Rossi,Desktop,Mobile App ,705290
705291 ,,Lina,Rossi, Desktop,Condor Website,705291
705291,813661.0,Yuki,Garcia,iPhone,Condor Website,705291
705291,138342.0,Stefan,Dubois,Desktop ,Travel Agency,705291
705292@,,Stefan,Nguyen,Desktop,Travel Agency,705292
705292,,Lina,Smith,Tablet,Call Center,705292
705294,806502.0,Alex,Dubois,Tablet,Call Center,705294
705294,839384.0,Maya,Garcia,Desktop,Travel Agency,705294
705301,998085.0,Maya,Tanaka,IPHONE,Call Center,705301
705301,693903.0,Lina,Müller,Desktop,Condor App,705301
705302,,Omar,Nguyen,Tablet,Mobile App,705302
705302,114924.0,Omar,Schmidt,Android,Condor App,705302
705303,843194.0,Fatima,Garcia,Desktop, Call Center,705303
705303,,Stefan,Tanaka,Desktop,Condor App,705303
705307,,Yuki,Rossi,iPhone,Travel Agency,705307
705307,,Maya,Smith,Desktop ,Mobile App ,705307
705309,983253.0,Alex,Khan,iPhone,Condor App,705309
705309,,Yuki,Martinez,android,Mobile App,705309
705310,206662.0,Stefan,Tanaka,ANDROID,Condor Website,705310
705310,,Carlos,Nguyen,iPhone,MOBILE APP,705310
705312,,Maya,Smith,iPhone,Condor App,705312
705312,467888.0,Omar,Müller,Android,Travel Agency,705312
705314,,Yuki,Dubois,Tablet ,Mobile App,705314
705314,449047.0,Lina,Nguyen,Desktop,call center,705314
705314,108742.0,Omar,Martinez,Desktop,Call Center,705314
705322,835518.0,Ali,Tanaka,Desktop,Mobile App,705322
705322,,Omar,Schmidt,Tablet,Condor App,705322
705325,934483.0,Carlos,Nguyen,Tablet,Travel Agency,705325
705325,319151.0,Maya,Müller,iPhone,call center,705325
705329,730443.0,Yuki,Smith,Desktop,Travel Agency,705329
705329,,Alex,Rossi, Tablet,Condor App,705329
705331,132141.0,Omar,Dubois,iPhone,Mobile App,705331
705331!,,Alex,Tanaka,Desktop,Condor App,705331
705332,548989.0,Maya,Garcia,Desktop,Condor Website,705332
705332,687460.0,Ali,Nguyen, Android,Call Center,705332
705332!,842304.0,Ali,Martinez,iPhone,Condor App,705332
705334,,Maya,Schmidt,ANDROID,Mobile App,705334
705334,,Fatima,Nguyen,Android,mobile app,705334
705335,295639.0,Omar,Garcia, Desktop,Mobile App,705335
705335,,Ali,Martinez,Desktop,Condor App,705335
705338,561396.0,Yuki,Khan,Tablet,Call Center,705338
705338,812234.0,Maya,Martinez,Tablet,Call Center ,705338
705339,,Jamie,Tanaka,Android,Condor Website,705339
705339,165919.0,Jamie,Tanaka,Desktop,Mobile App ,705339
705339,,Stefan,Nguyen,Android ,Travel Agency,705339
705345,,Lina,Dubois,Desktop,Condor Website,705345
705345,293972.0,Omar,Tanaka,Tablet,Mobile App,705345
705346,,Stefan,Khan,Android,CALL CENTER,705346
705346,251202.0,Fatima,Tanaka,Android,Condor Website,705346
705347 ,173558.0,Maya,Nguyen,Tablet,Condor Website,705347
705347,,Ali,Smith,iPhone,condor website,705347
705348,,Omar,Tanaka,iPhone,Call Center,705348
705348,296485.0,Ali,Tanaka,Android,CONDOR WEBSITE,705348
705349,921727.0,Stefan,Garcia,Tablet,Mobile App,705349
705349,,Stefan,Schmidt,Tablet,Travel Agency,705349
705350,968760.0,Ali,Rossi,Desktop,Call Center,705350
705350@,,Lina,Martinez,Android,Call Center,705350
705350,487087.0,Fatima,Martinez,iphone, Travel Agency,705350
705353,842775.0,Carlos,Garcia,desktop,Mobile App,705353
705353,555022.0,Maya,Nguyen,iPhone,Condor Website,705353
705353,922504.0,Lina,Garcia,iPhone,Mobile App,705353
705357,,Jamie,Smith,Desktop,Mobile App,705357
705357,952440.0,Ali,Schmidt,Tablet,Travel Agency,705357
705358,191087.0,Lina,Garcia, Tablet,Condor App,705358
705358,,Lina,Martinez,Desktop,Travel Agency,705358
705360,690597.0,Carlos,Khan,Android, Condor App,705360
705360,552402.0,Lina,Khan,Android,Condor App,705360
705360,,Omar,Dubois,iPhone,Mobile App,705360
705361,234703.0,Lina,Schmidt,android,Condor Website,705361
705361,,Maya,Dubois,iPhone,Condor App,705361
705361,,Yuki,Tanaka,Android,Call Center ,705361
705362,666613.0,Jamie,Martinez,IPHONE,Mobile App,705362
705362,,Jamie,Dubois, Desktop,Mobile App,705362
705362,275012.0,Carlos,Smith,Desktop,Call Center,705362
705363,957320.0,Fatima,Smith,Tablet,Condor Website,705363
705363,,Lina,Müller,iPhone,Condor App,705363
705371,876841.0,Carlos,Martinez,iPhone,Mobile App,705371
705371,,Alex,Khan,Android,Call Center,705371
705371,657299.0,Alex,Müller,IPHONE,Condor Website,705371
705373,,Maya,Schmidt,Android,Travel Agency,705373
705373,,Carlos,Khan, Tablet,Condor App,705373
705374!,477409.0,Alex,Schmidt,Android,Travel Agency,705374
705374,,Ali,Khan, Tablet,Mobile App,705374
705376,117703.0,Ali,Müller,Desktop,MOBILE APP,705376
705376,,Stefan,Martinez,Android,Travel Agency,705376
705381,686917.0,Fatima,Garcia,iPhone,Travel Agency,705381
705381,419317.0,Maya,Martinez,Android,Condor App ,705381
705383 ,,Lina,Khan,Tablet,Mobile App ,705383
705383 ,788007.0,Fatima,Dubois,Desktop,Condor App,705383
705391,,Lina,Smith, iPhone,Call Center,705391
705391,243506.0,Omar,Khan,iPhone,Condor Website,705391
705392,862094.0,Carlos,Dubois,desktop,Mobile App ,705392
705392,385072.0,Stefan,Tanaka,iphone,Condor Website,705392
705393@,828089.0,Lina,Dubois,Android,Travel Agency ,705393
705393,,Yuki,Dubois,Tablet,CONDOR WEBSITE,705393
705395,371093.0,Lina,Tanaka,Android,Call Center,705395
705395,558513.0,Lina,Schmidt,android,Condor Website,705395
705400,699827.0,Omar,Garcia,Tablet,Call Center,705400
705400,920148.0,Carlos,Smith,iPhone,Mobile App,705400
705401,,Yuki,Nguyen,tablet,Call Center,705401
705401,541313.0,Yuki,Nguyen,Tablet,Mobile App,705401
705405,179685.0,Maya,Rossi,iPhone,Mobile App,705405
705405,,Fatima,Khan,iPhone,Travel Agency,705405
705407,273894.0,Maya,Tanaka,Desktop,mobile app,705407
705407!,116495.0,Omar,Khan,Android,Mobile App,705407
705408,149779.0,Carlos,Dubois,Desktop ,Mobile App ,705408
705408,615324.0,Ali,Nguyen,iPhone,Condor App,705408
705410,,Lina,Schmidt,iPhone,Call Center ,705410
705410,,Fatima,Müller,Android, Call Center,705410
705413,162479.0,Stefan,Dubois,DESKTOP,Condor App,705413
705413,285819.0,Alex,Dubois,Desktop,Travel Agency,705413
705415,518495.0,Alex,Tanaka,iPhone,Condor App,705415
705415,711476.0,Yuki,Martinez,Android,Mobile App,705415
705416,764042.0,Maya,Nguyen,Android,Condor App,705416
705416,,Alex,Smith,Tablet, Condor Website,705416
705416,,Alex,Garcia,iPhone,Travel Agency,705416
705419,115589.0,Fatima,Nguyen,Android,Call Center,705419
705419,425974.0,Fatima,Nguyen,Tablet,Condor App,705419
705419,,Maya,Rossi,iPhone,Call Center,705419
705422,184435.0,Yuki,Rossi,IPHONE,Call Center,705422
705422,,Omar,Khan,Android,Condor App,705422
705426 ,,Carlos,Nguyen,Desktop,Travel Agency,705426
705426,,Fatima,Smith,Desktop,Travel Agency ,705426
705427,415293.0,Omar,Khan,Android,Mobile App,705427
705427,361699.0,Lina,Nguyen,Tablet,Condor Website,705427
705430,651384.0,Omar,Garcia,Desktop,Mobile App,705430
705430,,Ali,Rossi,Tablet,Call Center,705430
705434@,,Maya,Tanaka,iPhone,Condor App,705434
705434,516663.0,Maya,Smith,Android,CALL CENTER,705434
705443,385763.0,Alex,Garcia,Desktop,Mobile App,705443
705443!,584447.0,Fatima,Müller,Tablet,Travel Agency,705443
705445,279755.0,Fatima,Khan,Tablet ,Travel Agency,705445
705445!,670441.0,Lina,Khan,Android ,Mobile App,705445
705445,342127.0,Stefan,Nguyen,iPhone , Condor App,705445
